text	label
1 8 4 6 8 1 7   S C   1 2 2 4   K[SEP]	284
1 8 4 6 8 2 9   V S X   9 2 4   S   S I L B E R[SEP]	252
1 8 4 5 1 2 1   R X - A   7 4 0   S C H W A R Z[SEP]7.2-Kanal AVENTAGE Netzwerk AV-Receiver mit eingebautem Wi-Fi  [SEP] <body>7.2-Kanal AVENTAGE Netzwerk AV-Receiver mit eingebautem Wi-Fi - Der Fokus des Receivers wurde auf beste Audio- und Videoqualität gesetzt. Die neueste HDMI-Version mit 4K 50/60p wird unterstützt, AirPlay, YPAO Volume sowie die Anti Resonance Technologie.</body><header>AVENTAGE AV-Receiver: Entwickelt um das höchste Maß an Audioleistung zu erreichen</header><body>Die hochwertige AVENTAGE AV-Receiver-Serie hat das Ziel massive und satte Klangeffekte für Film zu liefern sowie die detailgenaue Wiedergabe von Musikquellen. Die Zusammenführung traditioneller und neuwertiger Technologien, von Materialien und Bauteilen zur Konstruktion, Aufbau, Vibrationsdämpfung (A.R.T. Wedge) und dem Feintuning des Klangs, erfolgte nur vor dem Aspekt die bestmögliche Audioqualität zu erreichen. Das Ergebnis sehen Sie in jedem AVENTAGE-Modell, das die Fähigkeiten besitzt einen einzigartigen, detailreichen HD Klang zu liefern. Jeder seiner Zuhörer kann mit diesen AVENTAGE-Modellen auch Zuhause eine echte High-Class Studio Erfahrung machen und erleben.</body><header>Netzwerkfunktionen</header><body>Der AV-Receiver unterstützt eine Auswahl an Netzwerkfunktionen und ermöglicht Ihnen den Zugriff auf zusätzliche Quellen. Sie können den Receiver mit Ihrem Heimnetzwerk verbinden, um Internetradio, Napster®*, Spotify®*, zu nutzen. Die Steuerung über einen Web Browser ist möglich. Mithilfe der neuen AV Controller App können Sie auch mit Ihrem iPod, iPhone, iPad oder Android-Gerät diverse Funktionen des Receivers steuern.</body> [SEP] 	284
1 9 6 4 8 0 7   S R S - X   8 8   B   S C H W A R Z[SEP]Tragbarer Lautsprecher mit High-Resolution Audio, DSEE HX Upscaling, S-Master HX, drahtlose Vernetzung [SEP] Mit dem SRS-X88, dem kompakten, kabellosen Lautsprecher für Musikvergnügen in High-Resolution Audio, können Sie die Qualität Ihrer Musik ganz leicht optimieren. Genießen Sie Ihre Musikbibliothek von Ihrem Smartphone, PC oder einer Musikplattform. Zwei Superhochtöner, zwei Mitteltontreiber, ein Subwoofer und zwei Passivradiatoren sorgen für einen satten, fesselnden Sound. [SEP] <body>Mit dem SRS-X88, dem kompakten, kabellosen Lautsprecher für Musikvergnügen in High-Resolution Audio, können Sie die Qualität Ihrer Musik ganz leicht optimieren. Genießen Sie Ihre Musikbibliothek von Ihrem Smartphone, PC oder einer Musikplattform. Zwei Superhochtöner, zwei Mitteltontreiber, ein Subwoofer und zwei Passivradiatoren sorgen für einen satten, fesselnden Sound.</body> [SEP] 	784
1 8 0 3 4 5 8   T C U   6 1   R E D / S I L V E R[SEP]Boombox mit Toploading CD-Player und USB-Anschluss für MP3-Wiedergabe [SEP] 	307
1 9 7 4 9 9 8   S 2 I K H Y - 4 8 2   I N K   D   2 . 0   S P E C K L E T A C U L A R / M I N T / B L A C K[SEP]Skullcandy INK´D 2.0 bietet, dezent und praktisch, klaren Sound, offene Bässe und präzise Höhen. Optimaler Tagekomfort und die hochwertige Verarbeitung zeichnen diese 2.0 Version aus. Sie bieten perfekten Sitz dank austauschbarer Silicon-Aufsätze in 3 verschiedenen Größen und sind super bequem. Mit dem integriertem Mikrofon können auf  Features, wie die Annahme von eingehenden Telefonaten, Play/Pause-Taste und Track Control, zugegriffen werden. Features:- Headset mit Supreme Sound- 3,5 mm vergoldeter Klinkenstecker- Frequenz: 20 Hz - 20 kHz- Impedanz: 16 Ohm- Kabellänge: 1,30 m- Lautsprecher-Durchmesser: 11 mm- inkl. 1-Button Mikrofon Mic/Remote [SEP] <body>Skullcandy INK´D 2.0 bietet, dezent und praktisch, klaren Sound, offene Bässe und präzise Höhen. Optimaler Tagekomfort und die hochwertige Verarbeitung zeichnen diese 2.0 Version aus. Sie bieten perfekten Sitz dank austauschbarer Silicon-Aufsätze in 3 verschiedenen Größen und sind super bequem. Mit dem integriertem Microfon können auf  Features, wie die Annahme von eingehenden Telefonaten, Play/Pause-Taste und Track Control, zugegriffen werden. </body><header></header><header>Features:</header><body>- Headset mit Supreme Sound</body><body>- 3,5 mm vergoldeter Klinkenstecker</body><body>- Frequenz: 20 Hz - 20 kHz</body><body>- Impedanz: 16 Ohm</body><body>- Kabellänge: 1,30 m</body><body>- Lautsprecher-Durchmesser: 11 mm</body><body>- inkl. 1-Button Mikrofon Mic/Remote</body> [SEP] 	315
1 5 4 7 1 1 3   S B 9 0 5 7 2 8   A & V   M A   P U 7 0 I C R O   H D M I   A D A P T O R[SEP]Adapter zur Verbindung von Micro HDMI Geräten mit üblichen HDMI Kabeln. [SEP] Adapter zur Verbindung von Micro HDMI Geräten mit üblichen HDMI Kabeln. Ports:HDMI (weiblich)Micro HDMI (männlich) [SEP] 	282
1 6 5 1 9 2 8   I P O - 2 2 0 0   I P O D N A N O   7 T H G E N E R A T I O N   B A C K C A S E   C L E A R[SEP]	291
1 9 4 6 7 5 9   K D - R   7 6 1   E[SEP]USB/CD-Receiver mit Front-AUX-Eingang [SEP] USB/CD-Receiver mit Front-AUX-Eingang [SEP] 	331
1 9 5 7 0 1 0   T C P   3 8   B L A C K   M K 2   B O O M B O X   B L A C K[SEP]	307
1 6 5 7 3 0 2   R R   5 0 7 0[SEP]Das Karcher RR 5070 Stereo-CD-Radio ist kompakt, trendy, fesch und modern – kurz ein echter Hingucker!  [SEP] Hinter dem modernen Gehäuse in rosa-metallic verbirgt sich eine Boombox mit Top-Ausstattung. Genießen Sie Ihren Lieblingsradiosender dank AM/FM-Tuner, spielen Sie Ihre Musik über Audio-CD oder USB ab, steuern Sie die Wiedergabe über die mitgelieferte Fernbedienung und erleben Sie einen Top-Sound dank der hochwertigen Lautsprecher mit einer Ausgangsleistung von 50 Watt (PMPO). Mit dem Top-Loading CD-Spieler können Sie nicht nur gekaufte CDs, sondern auch CD-R, CD-RW und sogar MP3-CDs abspielen. Die Wiedergabereihenfolge lässt sich im CD-Modus für bis zu 20 Titel und im MP3-Modus für bis zu 99 Titel programmieren. So können Sie in Zukunft Ihrer Lieblings-CD in der von Ihnen gewünschten Reihenfolge abspielen. Natürlich können Sie sich in der Titelwiedergabe auch überraschen lassen, indem Sie die Zufallswiedergabe aktivieren. Und wenn Sie einfach nicht genug von Ihrem Lieblingslied oder Ihrer Lieblings-CD bekommen können, dann nutzen Sie doch die REPEAT-Funktion, mit der Sie den aktuellen Titel, ein Album/Ordner (nur bei MP3-Wiedergabe) oder die gesamte CD so oft wiederholen lassen können, wie Sie möchten.Das große Multifunktions-Display verfügt im MP3-Modus über die praktische ID3-Tag-Funktion, die Ihnen alle verfügbaren Zusatzinformationen der MP3-Dateien anzeigt. So erfahren Sie beispielsweise den Namen des Interpreten, des Titels und vieles mehr.Zusätzlich zum CD/MP3-Player besitzt die RR 5070 Boombox über einen USB-Anschluss für die MP3-Wiedergabe. Einfach USB-Stick einstecken – den Funktionswahlschalter auf “CD/MP3/USB” stellen – Musik genießen: So einfach ist die Wiedergabe via USB-Anschluss! Die Titelwahl und die Festlegung der Wiedergabereihenfolge erfolgt dabei genauso, wie bei einer MP3-CD. Dank der hochwertigen Stereo-Lautsprecher mit einer Ausgangsleistung von 50 Watt (PMPO) können Sie bei Ihrem nächsten Picknick oder Ausflug ins Freie für die richtige musikalische Untermalung sorgen, ohne dabei qualitativ Abstriche machen zu müssen. [SEP] 	307
1 6 9 1 0 0 9   O S T   6 9 0[SEP]<header>Musik kabellos von Ihrem Smartphone</header><body>Die achtziger Jahre sind zurück! Dieser Ghettoblaster im Retro-Stil ist nicht nur optisch perfekt abgestimmt, sondern gibt Musik auch besser wieder. Mit Bluetooth-Streaming, Audio-Eingangskabel und USB Direct haben Sie alle Optionen parat, die Sie benötigen, einschließlich des Aufladens über USB und eines integrierten Aufbewahrungsfachs.</body><header>Genießen Sie Ihre Musik kabellos</header><body>Übertragen Sie Ihre Musikbibliothek über Bluetooth.</body><header>Genießen Sie Musik aus verschiedenen Quellen</header><body>MP3/WMA-Musikwiedergabe direkt über Ihr tragbares USB-Laufwerk. Digitaler UKW-Tuner. Audioeingang für einfache Wiedergabe tragbarer Musik.</body><header></header><header>Einfache Anwendung</header><body>Integriertes Fach zum Laden Ihres Smartphones</body><header>Satter und klarer Sound</header><body>12 W Gesamtausgangsleistung. Dynamic Bass Boost für tiefe und dynamische Bässe.</body> [SEP] 	307
1 8 0 3 0 8 7   B B   3 0 0   C   B L A U[SEP]Da werden Sie Augen und Ohren machen! Denn das tragbare CD-Radio BB 300-C überzeugt durch eine umfangreiche Ausstattung, tollen Sound und zahlreiche Features. [SEP] Neben einem integrierten AM-FM-Radio und CD- sowie MP3-Player verfügt das moderne tragbare Stereo-CD-Radio über einen AUX-Eingang für den Anschluss weiterer Audiogeräte, wie beispielsweise Ihrem MP3-Player, Smartphone oder Tablet. Neben der umfangreichen Ausstattung besticht das BB 300-C von Schaub Lorenz durch ein modernes Design sowie eine schlichte Eleganz und wird so zu einem echten Hingucker und schicken Accessoire, dass sich nahtlos in jede Wohnungseinrichtung einfügt. Aber nicht nur die äußeren Werte zählen - das kompakte Stereo-Radio überzeugt zudem durch einen Top-Sound, den es seinen zwei integrierten Lautsprechern zu verdanken hat, die mit einer Ausgangsleistung von 30 Watt (PMPO) satte und klare Töne liefern. [SEP] <body>Neben einem integrierten AM-FM-Radio und CD- sowie MP3-Player verfügt das moderne tragbare Stereo-CD-Radio über einen AUX-Eingang für den Anschluss weiterer Audiogeräte, wie beispielsweise Ihrem MP3-Player, Smartphone oder Tablet. Neben der umfangreichen Ausstattung besticht das BB 300-C von Schaub Lorenz durch ein modernes Design sowie eine schlichte Eleganz und wird so zu einem echten Hingucker und schicken Accessoire, dass sich nahtlos in jede Wohnungseinrichtung einfügt. Aber nicht nur die äußeren Werte zählen - das kompakte Stereo-Radio überzeugt zudem durch einen Top-Sound, den es seinen zwei integrierten Lautsprechern zu verdanken hat, die mit einer Ausgangsleistung von 30 Watt (PMPO) satte und klare Töne liefern.</body> [SEP] 	307
2 1 2 5 9 2 3   S P K   5 0 0 3   G H U L[SEP]Manta SPK5003 Ghul Karaoke Lautsprechersystem [SEP] 	788
2 0 0 3 6 9 1   S R   4 3 6 5   W E I S S - S I L B E R[SEP]SR 4365 CD Stereoradio mit CD [SEP] 	307
1 6 6 5 9 7 3   R C R   4 6 2 5   C D / B L   B L A U[SEP]Radiorecorder [SEP] Stereo Boombox mit CD und Kassette [SEP] 	307
1 9 4 6 7 6 0   K W - V   4 1   B T E[SEP]DVD/CD/USB-Moniceiver mit integrierter Bluetooth®-Technologie; 17,7 cm 16:9-Touch-Panel mit WVGA-Auflösung [SEP] DVD/CD/USB-Moniceiver mit integrierter Bluetooth®-Technologie; 17,7 cm 16:9-Touch-Panel mit WVGA-Auflösung [SEP] 	331
1 9 6 4 8 8 7   T S   1 1 5   V I B E[SEP]Aktiver 800 Watt 15&quot; 2-Wege Lautsprecher mit Media Player [SEP] Truesonic TS115 Vibe besitzt einen Media Player mit LCD Anzeige. Damit können Musikdateien und Playlists direkt von einem USB Speichermedium oder einer Micro SD Card abgespielt werden. So können beispielsweise die Pausen zwischen Sets mit Musik überbrückt, oder zusätzliche Begleitspuren zur Unterstützung abgespielt werden. [SEP] 	263
1 6 6 7 0 4 4   I S C D   3 6   W E I S S[SEP]ISCD 36 WEIß [SEP] 	307
1 2 1 0 9 9 2   R R C D   3 7 2 0   D E C   S I L B E R / S C H W A R Z[SEP]UKW/MW-Empfangsteil mit PLL-Frequenz-Abstimmung und 20 Senderspeichern.Starke und ausgewogene Klangdynamik durch hochwertige Komponenten. Qualitätslautsprecher und Ultra-Bass-System sorgen für eine satte, voluminöse Basswiedergabe.USB-Anschluss und SD-/MMC-Slot zum Abspielen von Musikdateien von entsprechenden Karten und MP3-Sticks. [SEP] 	307
1 8 3 6 5 8 4   M   2 8   U S[SEP]	307
1 9 7 0 4 8 8   1 3 5 6 5 3   S T . O H R . J O Y   S P O R T   G R A U / G R[SEP]Perfekt zum Joggen dank regenwassergeschützter Materialien und Headsetfunktion. Regenwassergeschütztes Material nach Schutzgrad IPX5 ermöglicht Sport im Freien auch bei Regen. Schweißresistente Materialien eignen sich bestens für alle sportlichen Aktivitäten. Integrierte Telefonfunktion mit Rufannahme und Mikrofon für Smartphones. Verdrillfreies Flachbandkabel vermeidet Knotenbildung. Vergoldeter Stecker mit geringen Übergangswiderständen für eine sichere Signalübertragung. Silikon-Ohrpolster in verschiedenen Größen für einen komfortablen Sitz. Tasche zur sicheren Aufbewahrung. Speziell geformte Silikon-Ohrpolster für perfekten Halt im Ohr. Gesprächsmanagement-Funktionen, sofern vom Telefon unterstützt (Annehmen/Beenden von Gesprächen, Sprachwahl-Aktivierung). Remotefunktionen Play/Pause/Titel vor/Titel zurück, sofern vom Telefon unterstützt. Ideal auch für MP3-Player. [SEP] <body>Perfekt zum Joggen dank regenwassergeschützter Materialien und Headsetfunktion. Regenwassergeschütztes Material nach Schutzgrad IPX5 ermöglicht Sport im Freien auch bei Regen. Schweißresistente Materialien eignen sich bestens für alle sportlichen Aktivitäten. Integrierte Telefonfunktion mit Rufannahme und Mikrofon für Smartphones. Verdrillfreies Flachbandkabel vermeidet Knotenbildung. Vergoldeter Stecker mit geringen Übergangswiderständen für eine sichere Signalübertragung. Silikon-Ohrpolster in verschiedenen Größen für einen komfortablen Sitz. Tasche zur sicheren Aufbewahrung. Speziell geformte Silikon-Ohrpolster für perfekten Halt im Ohr. Gesprächsmanagement-Funktionen, sofern vom Telefon unterstützt (Annehmen/Beenden von Gesprächen, Sprachwahl-Aktivierung). Remotefunktionen Play/Pause/Titel vor/Titel zurück, sofern vom Telefon unterstützt. Ideal auch für MP3-Player.</body> [SEP] 	315
1 9 2 6 0 9 7   S L - D   8 0 0   B T - R[SEP]CD-/Musik-Streaming-System, Bluetooth-Streaming, CD-Player, UKW/MW-Tuner, 5+5 Watt, Timer-Funktionen, Fernbedienung [SEP] Bluetooth®-fähiges Kompaktsystem mit integriertem CD-Player und Instant-PairingDer SL-D800BT bringt modernste Technik in einem kompakten Retrogehäuse unter. Neben dem schnellen und einfachen Aufbau einer Drahtlosverbindung durch einfaches Berühren des SL-D800BT mit einem Instant-Pairing-kompatiblen Smartphone ist auch das grafisch animierte LC-Display Grund zum Staunen. Eine 3-Zoll-Lautsprechereinheit, die in einem separaten Gehäuse mit einer Bassreflexöffnung auf der Rückseite untergebracht ist, liefert erstklassigen Klang mit kraftvollen Bässen. Neben dem CD-Player auf der Geräteoberseite, der die Wiedergabe von MP3- und WMA-Dateien ermöglicht, verfügt das System über Speicherkapazität für bis zu 40 Ihrer Lieblingsradiosender (20 für MW und weitere 20 für UKW). Ein zusätzlicher USB-Anschluss liefert zudem 5 V DC zum Aufladen von USB-Geräten.Schnelle und einfache Drahtlosverbindung dank Instant-PairingWenn Sie ein Instant-Pairing-kompatibles Smartphone besitzen, können Sie eine drahtlose Bluetooth®-Verbindung herstellen, indem Sie Ihr Telefon einfach an die Oberseite des SL-D800BT halten. Bei Geräten, die sich nicht für Instant-Pairing eignen, können Sie auf konventionelle Weise eine Bluetooth®-Verbindung herstellen.* Dieses Produkt sendet keine Audiosignale an Bluetooth®-Kopfhörer/-Headseats.CD-Player mit Unterstützung für MP3-/WMA-DateienDer CD-Player auf der Geräteoberseite unterstützt MP3-/WMA-Discs und herkömmliche Audio-CDs. Darüber hinaus stehen zahlreiche Wiedergabemodi zur Verfügung: Programm (bis zu 32 Titel), Wiederholung, Zufall und Intro.UKW/MW-Tuner und WeckerRadiofans kommen dank eines UKW/MW-Tuners mit PLL-Synthesizer und jeweils 20 Senderspeichern für MW und UKW voll auf ihre Kosten. Neben der integrierten Weckfunktion, von der Sie sich mit Ihrer Lieblings-CD oder einem Radiosender wecken lassen können, verfügt das System über einen praktischen Einschlaf-Timer (bis zu 90 Minuten).Multifunktions-LC-Display mit animierten GrafikenWenn Sie am SL-D800BT einen Radiosender einschalten, eine CD abspielen oder die Lautstärke anpassen, werden animierte Grafiken auf dem CD-Display angezeigt.3-Zoll-Lautsprechereinheiten für präzisen BassGetrennte interne Lautsprechergehäuse mit Bassreflexöffnungen für den linken und rechten Kanal sorgen für eine erstklassige Basswiedergabe. Darüber hinaus ermöglichen die integrierten Klangregler für Bass und Höhen eine einfache Anpassung. [SEP] <header>Bluetooth®-fähiges Kompaktsystem mit integriertem CD-Player und Instant-Pairing</header><body>Der SL-D800BT bringt modernste Technik in einem kompakten Retrogehäuse unter. Neben dem schnellen und einfachen Aufbau einer Drahtlosverbindung durch einfaches Berühren des SL-D800BT mit einem Instant-Pairing-kompatiblen Smartphone ist auch das grafisch animierte LC-Display Grund zum Staunen. Eine 3-Zoll-Lautsprechereinheit, die in einem separaten Gehäuse mit einer Bassreflexöffnung auf der Rückseite untergebracht ist, liefert erstklassigen Klang mit kraftvollen Bässen. Neben dem CD-Player auf der Geräteoberseite, der die Wiedergabe von MP3- und WMA-Dateien ermöglicht, verfügt das System über Speicherkapazität für bis zu 40 Ihrer Lieblingsradiosender (20 für MW und weitere 20 für UKW). Ein zusätzlicher USB-Anschluss liefert zudem 5 V DC zum Aufladen von USB-Geräten.</body><header>Schnelle und einfache Drahtlosverbindung dank Instant-Pairing</header><body>Wenn Sie ein Instant-Pairing-kompatibles Smartphone besitzen, können Sie eine drahtlose Bluetooth®-Verbindung herstellen, indem Sie Ihr Telefon einfach an die Oberseite des SL-D800BT halten. Bei Geräten, die sich nicht für Instant-Pairing eignen, können Sie auf konventionelle Weise eine Bluetooth®-Verbindung herstellen.</body><body>* Dieses Produkt sendet keine Audiosignale an Bluetooth®-Kopfhörer/-Headseats.</body><header>CD-Player mit Unterstützung für MP3-/WMA-Dateien</header><header></header><body>Der CD-Player auf der Geräteoberseite unterstützt MP3-/WMA-Discs und herkömmliche Audio-CDs. Darüber hinaus stehen zahlreiche Wiedergabemodi zur Verfügung: Programm (bis zu 32 Titel), Wiederholung, Zufall und Intro.</body><header>UKW/MW-Tuner und Wecker</header><body>Radiofans kommen dank eines UKW/MW-Tuners mit PLL-Synthesizer und jeweils 20 Senderspeichern für MW und UKW voll auf ihre Kosten. Neben der integrierten Weckfunktion, von der Sie sich mit Ihrer Lieblings-CD oder einem Radiosender wecken lassen können, verfügt das System über einen praktischen Einschlaf-Timer (bis zu 90 Minuten).</body><header>Multifunktions-LC-Display mit animierten Grafiken</header><body>Wenn Sie am SL-D800BT einen Radiosender einschalten, eine CD abspielen oder die Lautstärke anpassen, werden animierte Grafiken auf dem CD-Display angezeigt.</body><header>3-Zoll-Lautsprechereinheiten für präzisen Bass</header><body>Getrennte interne Lautsprechergehäuse mit Bassreflexöffnungen für den linken und rechten Kanal sorgen für eine erstklassige Basswiedergabe. Darüber hinaus ermöglichen die integrierten Klangregler für Bass und Höhen eine einfache Anpassung.</body> [SEP] 	788
"1 2 6 7 1 0 8   C R - H   5 0 0   S   S I L B E R[SEP]<header>CD-Receiver für Musikbegeisterte</header>Schicke Kompakteinheit im ""Pure HiFi""-Design, die keine Wünsche offen lässt: Front- und Seitenteile der nur 29cm breiten eleganten Anlage, die in Schwarz oder Silber angeboten wird, sind aus stabilem gebürsteten Aluminium gefertigt. Abgesoftete Kanten verleihen dem System die moderne Optik. Hochwertige Elektronikbauteile sorgen für begeisternden Klang, egal welche der vielen Funktionen gerade aktiviert wurde:Der eingebaute CD-Player mit hochwertigen Burr Brown Digital/Analog-Wandlern spielt CD, CD-R/RW, MP3 und WMA-Discs und verfügt über die üblichen Shuffle-, Wiederhol- und Programmfunktionen, das RDS-Tuner-Teil des CR-H500 hat zahlreiche Speicherplätze für UKW- und Mittelwellensender.Doch damit nicht genug: TEACs System bietet sogar die Möglichkeit, Sendungen direkt auf ein USB Speichermedium (Memory Stick oder MP3-Player) aufzuzeichnen, wobei die Aufnahmequelle natürlich auch der CD-Player oder ein über den AUX-Eingang angeschlossenes externes Gerät sein kann. Dass neben dieser ""Encoding""-Funktion Musik vom MP3-Player auch einfach wiedergegeben werden kann, versteht sich von selbst.Außergewöhnlich hingegen ist der Digitalanschluss eines iPod via USB-Port (mit Hilfe des dem iPod® beiliegenden USB/iPod®-Kabels): Audiodaten werden vom iPod® digital direkt zur D/A Verarbeitungsstufe übertragen und vom HiFi D/A-Wandler des CR-H500 absolut fehler- und verzerrungsfrei in analoge Audiosignale umgewandelt.Soundsysteme, die den einfachen Anschluss von digitalen Audioplayern ermöglichen und so die Audioqualität der Speicherriesen auch über Lautsprecher erlebbar machen, boomen ja derzeit dank iPod und Co. Um dieser Tatsache Rechnung zu tragen, lässt TEAC die Systemfernbedienung des CR-H500 die Playlist des kleinen Apple, wenn er angeschlossen ist, gleich mit bedienen. Und der in der Anlage integrierte leistungsfähige 2 x 40 Watt Verstärker hat genug Power, um die gespeicherten Hits entsprechend zur Geltung zu bringen. Bleibt noch zu erwähnen, dass der CR-H500 auch über eine Weck- und Schlummerfunktion verfügt, das blaue LC-Display lässt sich bei Bedarf entsprechend dimmen. [SEP] "	252
1 3 2 7 4 3 2   R - S   5 0 0   S C H W A R Z[SEP]	255
2 0 2 9 1 5 4   D M R - B C T   8 5 0   E G   S C H W A R Z[SEP]Fernsehprogramme in jedem Raum schauenMit der TV <gt/> IP Server Funktion bringen Sie das Fernsehen jetzt auch dorthin, wo keine TV-Buchse vorhanden ist - z.B. in das neue Jugendzimmer unterm Dach oder in den Recorder umgewandelt und an den heimischen Router weitergegeben. Von dort aus wird das IP-Signal dann per LAN, WLAN oder Powerline auf kompatible Geräte wie weitere Smart Fernseher oder Tablets verteilt.TV-Sendungen überall und jederzeit anschauenMit dem Panasonic Recorder können Sie auch von unterwegs mit dem Smartphone oder Tablet auf laufende TV-Sendungen oder Aufzeichnungen von der Festplatte zugreifen. So können Sie überall und jederzeit Ihre Liblingssendungen anschauen. Sie benötigen hierfür lediglich eine Internetverbindung. Programmieren Sie außerdem Aufnahmen von unterwegs über die Media Center App.Genießen Sie die Vielfalt zahlreicher Online-InhalteVerbinden Sie Ihren Blu-ray Recorder mit dem Internet und nutzen Sie zahlreiche Webdienste wie Video- und Musikstreaming, Spiele und alle mögliche Unterhaltunngs- und Informations-Apps.Spiegeln von Smartphone oder Tablet InhaltenMit der Miracast-Funktion können Sie Fotos und Videos von Ihrem Android Smartphone oder Tablet direkt auf dem Fernseher wiedergeben und so bequem mit Freunden oder Familie teilen. Miracast stellt einfach eine direkte Verbindung zwischen den Geräten her. Es ist also kein Zugriff über den WLAN Router erforderlich. [SEP] <header>Fernsehprogramme in jedem Raum schauen</header><body>Mit der TV <gt/> IP Server Funktion bringen Sie das Fernsehen jetzt auch dorthin, wo keine TV-Buchse vorhanden ist - z.B. in das neue Jugendzimmer unterm Dach oder in den Recorder umgewandelt und an den heimischen Router weitergegeben. Von dort aus wird das IP-Signal dann per LAN, WLAN oder Powerline auf kompatible Geräte wie weitere Smart Fernseher oder Tablets verteilt.</body><header></header><header>TV-Sendungen überall und jederzeit anschauen</header><body>Mit dem Panasonic Recorder können Sie auch von unterwegs mit dem Smartphone oder Tablet auf laufende TV-Sendungen oder Aufzeichnungen von der Festplatte zugreifen. So können Sie überall und jederzeit Ihre Liblingssendungen anschauen. Sie benötigen hierfür lediglich eine Internetverbindung. Programmieren Sie außerdem Aufnahmen von unterwegs über die Media Center App.</body><header>Genießen Sie die Vielfalt zahlreicher Online-Inhalte</header><body>Verbinden Sie Ihren Blu-ray Recorder mit dem Internet und nutzen Sie zahlreiche Webdienste wie Video- und Musikstreaming, Spiele und alle mögliche Unterhaltunngs- und Informations-Apps.</body><header>Spiegeln von Smartphone oder Tablet Inhalten</header><body>Mit der Miracast-Funktion können Sie Fotos und Videos von Ihrem Android Smartphone oder Tablet direkt auf dem Fernseher wiedergeben und so bequem mit Freunden oder Familie teilen. Miracast stellt einfach eine direkte Verbindung zwischen den Geräten her. Es ist also kein Zugriff über den WLAN Router erforderlich.</body> [SEP] 	233
1 8 6 8 9 6 6   R C D   2 0 5   U[SEP]Modern, kompakt, leistungsstark. Das Thomson RCD203U ist ein tragbares Radio mit 2-Band-Radiotuner, CD-Player und einem USB-Anschluss für MP3s. Es ist einfach zu handhaben, kann durch Einlegen von Batterien in ein tragbares Radio verwandelt werden. [SEP] 	307
1 7 5 3 4 3 1   K D L   2 4   W   6 0 5   A W A E P[SEP]<header>Unterhaltung mit dem gewissen Extra</header><body>Steigern Sie das Unterhaltungserlebnis mit dem W60. Alles, was Sie sehen, erscheint noch brillanter und fließender, auch wenn es sich um ein einfaches Internet- oder ein altes Heimvideo handelt. Darüber hinaus können Sie Ihr Smartphone oder Tablet ganz einfach in Ihr Fernseherlebnis integrieren.</body><header>Optimiert jedes Bild</header><body>Der X-Reality Pro Bildprozessor sorgt für schärfere und kontrastreichere Bilder - egal, ob DVD/Blu-ray, TV oder Internetclip. Erleben Sie Ihre Lieblingsfilme und -sendungen neu und entdecken Sie feinste Details, die Ihnen bisher entgangen sind.</body><header>Spiegeln Sie Ihren Smartphone-Bildschirm auf dem Fernseher</header><body>Grenzenlose Möglichkeiten. Dank der Bildschirmspiegelung* können Sie Ihr Smartphone oder Tablet kabellos mit Ihrem Fernseher verbinden und Fotos, Videos, Apps, Webseiten und Spiele im Großformat auf dem Fernsehbildschirm genießen. Verwenden Sie einfach Ihr Smartphone, um Inhalte auf dem Fernseher mit einer Fingerbewegung zu vergrößern, zu bewegen und auszuwählen.</body><header>Tauchen Sie in die Welt des Online-Entertainments ein</header><body>Sie finden keine Sendung, die Sie interessiert? Dann greifen Sie dank integriertem Wi-Fi® auf Ihrem Fernseher auf das Sony Entertainment Network zu, und streamen Sie Inhalte eines stetig wachsenden Angebots an HD-Videos, Musik und Fernsehkanälen. Außerdem stehen ein Webbrowser sowie Apps wie Twitter™, Facebook®, YouTube™ und Skype™ zur Verfügung.</body><header>Antworten auf all Ihre Fragen</header><body>Sie möchten wissen, wer der Hauptdarsteller ist? Kein Problem. Mit TV SideView und Ihrem Smartphone oder Tablet erfahren Sie mehr zu den Programmen, beispielsweise die Besetzung oder Informationen zur aktuellen Folge. Entdecken Sie ähnliche Inhalte, oder twittern Sie über die Show – und steuern Sie dabei Ihren Fernseher.</body> [SEP] 	205
1 9 9 8 1 1 1   C S   1 0 4 5   D A B   S I L B E R / S C H W A R Z[SEP]Das CS-1045DAB vereint die qualitativen Vorteile von Einzelkomponenten mit dem platzsparenden Komfort eines Mini-Systems. Im Wiedergabebereich verwendet der CD-Player qualitativ hochwertige Wolfson® DA-Wandler, um optimale Ergebnisse bei der Wiedergabe Ihrer CDs und WMA- oder MP3-codierten Discs zu erzielen. Ergänzend befindet sich an der Gerätefront des zugehörigen Receivers ein praktischer USB-Anschluss zur einfachen Wiedergabe vom iPod/iPhone und von Speichersticks. Natürlich bleibt die Hauptaufgabe des Receivers, Ihre Lieblingsmusik zu verstärken. Dank des fortschrittlichen Designs, das auch die präzisionsgefertigte VLSC™-Technologie von Onkyo umfasst, erfüllt der Receiver diese Aufgabe mit Ausdruckskraft. Abgerundet wird das System durch zwei kompakte Regallautsprecher mit OMF-Membranen von Onkyo und der V Line Edge-Technologie, die für einen druckvollen und präzisen Klang sorgen. [SEP] 	788
1 6 6 5 4 9 8   S C D   3 7 0 0   W S   P O R T A B L E   A U D I O[SEP]	307
